MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	rna_cell	Sample	meth_cell
0.664233102	-0.879792358	-0.264240865	0.163870262	0.004043488	0.002429502	0.238010756	0.182944948	MES.2	MES.2	MGH105B_P6_G11_S83_L004_R1_001	MGH105B	MGH105B_P6_G1_S4_L005.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.278721447	-0.784124589	-0.728148201	-0.306196887	-0.054013374	-0.160105741	-0.138532937	-0.183820844	MES.2	MES.2	MGH105B_P6_G9_S81_L004_R1_001	MGH105B	MGH105B_P6_G1_S4_L005.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.809251614	-1.743857695	-1.056062879	-0.547071722	-0.394377706	-0.24516587	0.047757782	0.048282726	MES.2	MES.2	MGH105B_P6_H11_S94_L004_R1_001	MGH105B	MGH105B_P6_G1_S4_L005.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.982668549	-1.171218471	-0.64108244	-0.306999021	0.039158868	0.069676043	0.096707595	0.017920817	MES.2	MES.2	MGH105B_P6_H4_S88_L004_R1_001	MGH105B	MGH105B_P6_G1_S4_L005.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.154408628	-0.515726888	-0.265917288	-0.052512157	0.188427702	0.364399222	0.080035181	0.089030848	NPC.2	NPC.2	MGH105B_P6_A8_S13_L004_R1_001	MGH105B	MGH105B_P6_A1_S1_L005.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.523540321	-0.509847151	0.793154691	0.203325731	0.211399426	0.162455405	-0.092280971	-0.215079518	AC	AC	MGH105C_A3_S3_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.316082675	0.306755373	1.021830432	-0.403294201	-0.53782879	-0.069433292	-0.100446334	-0.325621748	AC	AC	MGH105C_A7_S7_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
0.016543898	-0.165902304	0.791099528	0.658611106	0.357174489	-0.229867253	0.036689709	0.203610308	AC	AC	MGH105C_B1_S13_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.623689245	-0.672373341	0.548199849	-0.191114767	0.322213917	0.225761598	-0.36927199	-0.063610494	AC	AC	MGH105C_B10_S22_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.899481809	-0.763302521	0.820672436	0.543273482	0.330619086	0.021366209	0.106165714	-0.36471431	AC	AC	MGH105C_B11_S23_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.203157845	-0.01935054	0.257434896	-0.124253205	0.120653336	-0.071122547	-0.152225045	0.001838517	AC	AC	MGH105C_B12_S24_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.578476435	-0.434514232	0.855068945	0.681729909	0.729698574	0.202358544	-0.165113706	-0.072790903	AC	AC	MGH105C_C6_S30_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.613356503	-0.314960687	1.123017275	0.238614222	-0.4227969	-0.446447557	-0.061317392	-0.249710899	AC	AC	MGH105C_C7_S31_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.583741557	-0.42111441	0.755020441	0.180994459	0.428755103	-0.061318943	0.159911127	-0.196018435	AC	AC	MGH105C_C8_S32_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.690580142	-0.463125065	1.808531246	0.574944791	0.167936552	-0.103366948	-0.2410078	-0.228568956	AC	AC	MGH105C_D6_S42_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.304763706	-0.83607102	0.995809576	0.55117245	-0.016139555	0.059016037	0.234329861	0.21923912	AC	AC	MGH105C_E10_S58_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.205499283	0.629846602	1.887250813	0.35795345	-0.039978722	-0.329307972	0.284228307	0.261973411	AC	AC	MGH105C_E8_S56_L008_R1_001	MGH105C	NA
-0.868290943	-1.197204481	0.94266394	0.78730018	0.870585852	0.135319107	0.029402926	0.137390607	AC	AC	MGH105C_E9_S57_L008_R1_001	MGH105C	NA
-0.583823452	-0.739772219	0.936710201	0.804108104	0.487848958	0.20015024	-0.211694085	-0.063658152	AC	AC	MGH105C_F10_S70_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.262065811	-0.14544882	1.707517249	1.137264085	0.853267627	0.065702582	-0.292796095	-0.17208696	AC	AC	MGH105C_G2_S74_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.345714187	-0.400981337	0.933078257	0.330707863	-0.257448446	0.124248476	-0.360735991	-0.282878215	AC	AC	MGH105C_H10_S94_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.027635828	0.299562901	0.405342519	-0.036345953	-0.295733935	0.022102743	-0.673430204	-0.360279901	AC	AC	MGH105C_H7_S91_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.627451284	-0.330397147	0.435714826	-0.204685747	-0.427604571	-0.019706149	2.790778142	0.796397288	G1.S	AC	MGH105C_C1_S25_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.436876938	-1.142205599	0.692612561	0.337719133	0.352102332	-0.391686231	0.761989316	-0.110069588	G1.S	AC	MGH105C_F8_S68_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.531281127	-0.993013359	0.3922236	-0.095495541	0.025933322	0.223147216	2.88251701	2.071957167	G1.S	AC	MGH105C_G8_S80_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.207055529	0.106922724	-0.251975334	-0.653000995	-0.460907763	-0.239441801	0.261989823	0.04457212	G1.S	MES.1	MGH105C_G12_S84_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.732541146	-0.78858129	-0.257472228	0.090741515	0.79091461	-0.056154593	0.867947198	0.260761157	G1.S	NPC.1	MGH105C_D11_S47_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.688191461	-0.642732285	-0.525620348	-0.046047964	0.23052591	-0.060903786	0.45885884	-0.131784387	G1.S	NPC.1	MGH105C_F5_S65_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.361798382	-0.372085002	-0.780249127	-0.130215293	-0.433209599	-0.340450803	0.771424706	-0.150664451	G1.S	OPC	MGH105C_B9_S21_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.518294619	-0.54107568	-0.145535877	-0.102123436	-0.152275791	-0.293431894	0.062334512	0.098958901	G2.M	OPC	MGH105C_D10_S46_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.486289451	3.192343331	-0.569476898	-0.370083658	-0.292687118	0.008561723	-0.101640342	0.062919102	MES.1	MES.1	MGH105C_A1_S1_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.200687482	1.090827185	-0.602349865	-0.622969974	-0.713537858	-0.410503222	-0.275126873	-0.044133502	MES.1	MES.1	MGH105C_A2_S2_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.601082611	2.200338275	-0.440309389	-0.852325419	-0.845800069	-0.139399383	-0.087805984	-0.005920721	MES.1	MES.1	MGH105C_A6_S6_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.204030544	0.402692156	-1.208257992	-1.108641558	-1.161834495	-0.355500878	-0.109009332	-0.14316305	MES.1	MES.1	MGH105C_A9_S9_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.625073577	1.310495024	0.187361781	-0.494374693	-0.983491907	-0.550679015	-0.294243687	0.055292414	MES.1	MES.1	MGH105C_B3_S15_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.142867081	0.851846853	-0.416958854	-0.219784963	-0.092278551	0.238219711	-0.336686239	0.043528373	MES.1	MES.1	MGH105C_B4_S16_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
1.183151097	1.844192778	0.210107673	-0.431647488	-0.882920915	-0.36775664	-0.124490068	-0.142298134	MES.1	MES.1	MGH105C_B5_S17_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.259643429	0.404386555	0.298683369	-0.108154118	-0.400725301	-0.006014435	-0.423482581	-0.06325055	MES.1	MES.1	MGH105C_C4_S28_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.832890447	0.951173363	-1.566007898	-0.74204848	-0.745259109	-0.041424975	-0.232413086	-0.103294374	MES.1	MES.1	MGH105C_D9_S45_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
1.165706965	1.185347763	-1.443006863	-0.614359363	-0.459528312	-0.032136761	0.426476009	-0.024662117	MES.1	MES.1	MGH105C_E2_S50_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
1.088089444	1.919547535	-0.652636708	-0.821524521	-1.23544694	-0.512519975	0.300615073	0.010492302	MES.1	MES.1	MGH105C_E7_S55_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.04672396	1.065977014	0.28903708	-0.585085407	-0.492859071	0.056510261	-0.059749776	-0.413029436	MES.1	MES.1	MGH105C_F2_S62_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.123560766	1.419041296	-0.133675719	-0.62268965	-0.44193767	0.229097005	-0.306042145	0.092635553	MES.1	MES.1	MGH105C_F4_S64_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.311283326	1.130465977	-0.725750476	-0.917285226	-0.648939942	0.241375577	-0.157675184	0.312022271	MES.1	MES.1	MGH105C_G11_S83_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.028460998	0.945625537	0.25916593	-0.106441298	-0.116910527	0.325445523	-0.284471783	-0.259802045	MES.1	MES.1	MGH105C_H11_S95_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.181748481	0.425302449	0.111552145	-0.015502038	0.156488861	0.101475577	-0.246377822	0.177277344	MES.1	MES.1	MGH105C_H12_S96_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.118692377	1.821761421	0.293347865	-0.265007918	-0.759125177	0.162326018	-0.239166108	0.077858844	MES.1	MES.1	MGH105C_H6_S90_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.903895854	-0.443765455	-1.829723591	-1.18851331	-0.967444066	-0.344150292	-0.117634186	0.060214202	MES.2	MES.2	MGH105C_B6_S18_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
1.862626309	0.729389557	-1.66619825	-1.304946986	-1.250103864	-0.358550768	-0.245799783	-0.020687137	MES.2	MES.2	MGH105C_D1_S37_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
1.738677947	0.779238426	0.202597141	-0.357312828	-0.487587165	-0.128048893	-0.182999721	0.227028989	MES.2	MES.2	MGH105C_D7_S43_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
1.391119129	0.586970933	-1.594279246	-1.112248198	-0.592841894	0.348335584	-0.11205057	0.256765736	MES.2	MES.2	MGH105C_E11_S59_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
1.550401537	-0.073864534	-0.875781728	-0.616133282	-0.548401314	0.004835131	-0.266323539	-0.254322637	MES.2	MES.2	MGH105C_F6_S66_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
2.21437446	0.437848874	-1.017535317	-1.0119886	-1.007364026	-0.267184167	-0.143255478	0.079032002	MES.2	MES.2	MGH105C_G6_S78_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
1.77566795	0.659769362	-1.707340065	-1.261140294	-0.854965834	-0.12411409	-0.138805794	0.391885367	MES.2	MES.2	MGH105C_H2_S86_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
2.025097541	0.379874762	-2.153379476	-1.512232133	-1.299922923	-0.438024813	0.033307139	-0.122754996	MES.2	MES.2	MGH105C_H4_S88_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.125670793	-0.080844287	-0.126739701	0.003999212	0.049900212	-0.105205731	-0.413025136	0.01536083	NPC.1	NPC.1	MGH105C_A4_S4_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.400267594	-0.99521895	0.232217289	0.182607493	0.364265648	0.225180921	-0.142999008	-0.242380283	NPC.1	NPC.1	MGH105C_A8_S8_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.744843623	-1.418206354	-0.228562885	0.657806244	1.148051564	0.042507015	-0.056923994	0.120614135	NPC.1	NPC.1	MGH105C_B7_S19_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-1.103713819	-1.630474159	-0.013717243	0.542640889	1.194680792	0.236110551	-0.250147724	-0.146015863	NPC.1	NPC.1	MGH105C_C10_S34_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.443013684	-1.019449747	-0.390513806	0.805578075	1.812577171	0.865952438	-0.186612897	0.19137638	NPC.1	NPC.1	MGH105C_C12_S36_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.718513828	-0.634223073	0.33726106	0.462162472	0.512720151	-0.285986921	0.151753237	-0.224717988	NPC.1	NPC.1	MGH105C_C3_S27_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.25719796	-0.768068237	-0.009169245	0.438976876	0.875361405	-0.118453013	0.48354589	-0.036650388	NPC.1	NPC.1	MGH105C_D8_S44_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.488063728	-0.219529354	0.222804607	0.317068658	0.522190057	-0.057812898	-0.028702218	-0.049473815	NPC.1	NPC.1	MGH105C_E6_S54_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.206793632	-0.559959217	0.806380706	0.738233691	0.842500635	-0.136244183	-0.257790588	-0.024986643	NPC.1	NPC.1	MGH105C_G1_S73_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.576001914	-0.277393554	0.12949704	-0.03752635	0.644185728	0.243928616	-0.183594052	-0.021989214	NPC.1	NPC.1	MGH105C_H9_S93_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.538800316	0.182986422	-0.378312703	-0.21398715	-0.333677229	0.405393658	-0.350096697	-0.180098882	NPC.2	NPC.2	MGH105C_D2_S38_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.049415908	-0.442995538	-0.420860735	-0.242935809	0.271392847	0.41087971	-0.51326432	-0.110383187	NPC.2	NPC.2	MGH105C_D3_S39_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.122576199	-0.826015417	0.226035306	1.398876219	0.741825669	0.081778437	-0.55695756	-0.280683433	OPC	OPC	MGH105C_A12_S12_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.823522809	-1.227335863	-1.658059933	1.715373631	1.474676443	0.34891069	-0.056572227	-0.21373403	OPC	OPC	MGH105C_A5_S5_L008_R1_001	MGH105C	GBM_MGH105C_A1_S1_L008.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.313264547	-0.092162744	-0.025346773	0.173643493	-0.418676291	-0.082516571	-0.152064821	0.040915429	OPC	OPC	MGH105C_C11_S35_L008_R1_001	MGH105C	GBM_MGH105C_C1_S2_L008.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.714014131	-1.40988373	0.962174103	1.411047612	1.233052527	0.458725314	0.144322693	-0.204965915	OPC	OPC	MGH105C_E4_S52_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.592002366	-1.581896481	-0.042197442	1.667475036	1.610531946	0.681329404	-0.406263948	0.099992447	OPC	OPC	MGH105C_F7_S67_L008_R1_001	MGH105C	GBM_MGH105C_E1_S3_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.366116654	-0.752537291	0.915198302	0.960060495	0.754091515	0.001071865	0.039320914	-0.031438396	OPC	OPC	MGH105C_H3_S87_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.556147605	-0.808565458	0.17834338	0.844407393	0.477945559	0.222489212	-0.254035288	-0.06442148	OPC	OPC	MGH105C_H5_S89_L008_R1_001	MGH105C	GBM_MGH105C_G1_S4_L008.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.295658811	0.849959773	1.192622707	-0.106428731	-1.017330672	-0.323999717	-0.345354658	-0.204515731	AC	AC	MGH105D_P7__A3_S8_L004_R1_001	MGH105D	MGH105D_P7_A1_S1_L004.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
0.131332642	-0.329333046	0.653886593	0.271190912	-0.007899446	-0.185291637	-0.52471035	-0.243674448	AC	AC	MGH105D_P7_A7_S12_L004_R1_001	MGH105D	MGH105D_P7_A1_S1_L004.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.003508135	-0.285737668	0.706584253	0.177373933	0.169237584	-0.107103642	-0.011228118	-0.198513965	AC	AC	MGH105D_P7_C10_S38_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.084950596	-0.31329412	0.913780648	0.325523726	0.031457128	-0.115390173	-0.530622009	-0.243095242	AC	AC	MGH105D_P7_C11_S39_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.311352324	0.460710168	0.687786714	-0.198301655	-0.190604879	-0.096586914	-0.259465488	-0.36947882	AC	AC	MGH105D_P7_C6_S34_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.002197631	0.490804332	1.290854088	-0.058895196	-0.618901965	0.384403579	-0.124136104	-0.056813193	AC	AC	MGH105D_P7_C7_S35_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
0.442632534	0.192836944	0.557893857	-0.327279476	0.148564923	-0.237971041	-0.671164795	-0.249112915	AC	AC	MGH105D_P7_D8_S48_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.175387452	-0.067485412	0.550322584	0.173103864	0.104712733	-0.229627135	-0.620435703	-0.112240613	AC	AC	MGH105D_P7_D9_S49_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.011423988	1.034296105	1.200196525	0.018944629	-0.405120494	-0.15254378	-0.211875825	-0.123858256	AC	AC	MGH105D_P7_E3_S54_L004_R1_001	MGH105D	MGH105D_P7_E1_S3_L004.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
0.215177529	0.139638903	0.995733982	-0.280178017	-0.754023443	-0.342881725	0.109008795	0.342880368	AC	AC	MGH105D_P7_E7_S57_L004_R1_001	MGH105D	NA
0.081137649	-0.037944905	0.392217466	-0.033804398	-0.293018381	-0.40613605	-0.712574404	-0.139995218	AC	AC	MGH105D_P7_F10_S72_L004_R1_001	MGH105D	MGH105D_P7_E1_S3_L004.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.02998062	0.265601837	0.940952463	0.269161084	0.426488971	0.100544121	0.117068132	-0.128174556	AC	AC	MGH105D_P7_G3_S76_L004_R1_001	MGH105D	MGH105D_P7_G1_S4_L004.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.183678436	0.352590757	0.441927704	-0.571761785	-0.692263766	-0.065396207	-0.09258973	0.105644751	AC	AC	MGH105D_P7_G8_S80_L004_R1_001	MGH105D	MGH105D_P7_G1_S4_L004.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.144174365	0.490007902	1.284064807	-0.003731352	-0.689984354	-0.158638023	-0.383543363	-0.161765334	AC	AC	MGH105D_P7_H3_S87_L004_R1_001	MGH105D	MGH105D_P7_G1_S4_L004.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.125234551	0.009696214	0.38455171	-0.115094443	-0.086606798	-0.14458133	0.553229528	-0.13560271	G1.S	AC	MGH105D_P7_B8_S25_L004_R1_001	MGH105D	MGH105D_P7_A1_S1_L004.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.152292654	-0.309977563	0.442122893	0.097542182	-0.085798542	-0.49207778	0.88506125	-0.095608365	G1.S	AC	MGH105D_P7_C3_S1_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.377029701	0.079859873	0.62143621	-0.027600377	-0.201481795	-0.449919035	1.320763512	0.372483889	G1.S	AC	MGH105D_P7_F1_S63_L004_R1_001	MGH105D	MGH105D_P7_E1_S3_L004.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.112415134	0.444604691	-0.079326979	-0.455762478	-0.536646357	0.198636744	2.393844434	1.827939252	G1.S	MES.1	MGH105D_P7_G11_S83_L004_R1_001	MGH105D	NA
0.660368787	0.590473859	-0.354210196	-0.89803735	-0.642801747	0.121341563	0.978711488	-0.177406144	G1.S	MES.2	MGH105D_P7_H4_S88_L004_R1_001	MGH105D	MGH105D_P7_G1_S4_L004.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.380825279	-0.523771015	-0.728310578	-0.283126948	0.172891552	-0.123628516	1.730072035	0.517674062	G1.S	NPC.1	MGH105D_P7_A6_S11_L004_R1_001	MGH105D	MGH105D_P7_A1_S1_L004.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.292625733	-0.740833004	0.556489758	0.620084188	-0.06410921	0.067193575	1.14028597	0.300533822	G1.S	OPC	MGH105D_P7_C5_S33_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.208793858	-0.283278537	-0.657588347	-0.707028893	0.058731307	-0.166635891	-0.051723929	0.135531868	G2.M	NPC.1	MGH105D_P7_B10_S27_L004_R1_001	MGH105D	MGH105D_P7_A1_S1_L004.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.300187304	-0.636494604	0.269350086	0.368853878	0.840077238	0.431694948	-0.561089098	5.27E-05	G2.M	NPC.1	MGH105D_P7_G6_S79_L004_R1_001	MGH105D	MGH105D_P7_G1_S4_L004.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.083014124	0.379899184	-0.107310248	-0.378090082	0.032310925	-0.123251139	-0.122055666	0.21826482	MES.1	MES.1	MGH105D_P7_A5_S10_L004_R1_001	MGH105D	MGH105D_P7_A1_S1_L004.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.380523668	0.891943456	0.676096513	-0.043103501	-0.856131315	-0.207444913	-0.464304588	-0.384461977	MES.1	MES.1	MGH105D_P7_C8_S36_L004_R1_001	MGH105D	MGH105D_P7_C1_S2_L004.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.358820195	0.476012693	-0.087684549	-0.092826916	-0.469970274	0.030607834	-0.572326677	-0.113132116	MES.1	MES.1	MGH105D_P7_E1_S52_L004_R1_001	MGH105D	MGH105D_P7_E1_S3_L004.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
0.527203871	1.67660635	1.313890326	-0.091321506	-0.67846363	-0.363859051	-0.298074678	0.182650922	MES.1	MES.1	MGH105D_P7_E10_S60_L004_R1_001	MGH105D	MGH105D_P7_E1_S3_L004.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
